name, username, id, followings
NYT News Research, NYTResearch, 326381630, 1289
Alan Cowell, cowellcnd, 245716552, 2865
Douglas Schorzman, DougSchorzman, 353263514, 2794
James B. Stewart, JamesStewartNYT, 400344850, 14074
helene cooper, helenecooper, 17601988, 19612
Gail Bichler, GailBichler, 394336510, 17542
Robert Pear, ropear, 135713596, 1813
James Gorman, jimgorman, 14325025, 4014
Karen Barrow, KarenBBarrow, 247359669, 3738
jack healy, jackhealyNYT, 373791638, 16460
Jonathan Weisman, jonathanweisman, 21768766, 66164
Sid Acker, siddharma, 127791708, 1903
Marie Tessier, Suffragist, 106444076, 1510
Steven Reddicliffe, reddicliffenyt, 714697231, 2328
Peter Khoury, pkhoury_nyt, 353239744, 4000
James McKinley Jr, jamesmckinleyjr, 32129706, 1389
Joe Ward, wardnyt, 705082592, 1751
Vivian Yee, VivianHYee, 346083895, 23540
David Brooks, nytdavidbrooks, 633980404, 250281
Andrew Das, AndrewDasNYT, 376874857, 17497
Des Shoe, DesNYT, 613714169, 3270
Not That John Williams, johnwilliamsnyt, 74558185, 16451
Norimitsu Onishi, onishinyt, 577685565, 7554
Eric Schmitt, EricSchmittNYT, 341118458, 49178
James Thomas, nerdishtendency, 483688818, 1245
Andrew Jacobs, AndrewJacobsNYT, 189244927, 17062
Ian Johnson, iandenisjohnson, 91069414, 47136
Philip P. Pan, panphil, 43289988, 77968
Jonathan Ansfield, jansfield, 54148929, 1172
Andrea Kannapell, AKannapell, 429455200, 2705
Susanna Timmons, STimmonsLA, 220533855, 1572
Parul Sehgal, parul_sehgal, 437235053, 52356
Daniel Victor, bydanielvictor, 11545652, 25752
NYT Graphics, nytgraphics, 86640232, 181181
Hannah Fairfield, hfairfield, 25096930, 13372
Peter Baker, peterbakernyt, 123327472, 578939
Shreeya Sinha, ShreeyaSinha, 55190116, 17847
Paul Sullivan, sullivanpaul, 18490480, 4770
Margaret Ho, mwho, 22872168, 1203
Marc Lavallee, lavallee, 1903371, 2562
Jeremy White, blueshirt, 1838791, 2391
tiﬀehr, tiffehr, 772759, 3025
Melissa Hoppert, MHoppertNYT, 135215435, 4126
Hari Kumar, HariNYT, 450577886, 13928
Eileen Murphy, NYTeileen, 250765341, 3910
Benoit Denizet-Lewis, BenoitDLewis, 51530226, 4972
Brian X. Chen, bxchen, 14366976, 32297
David D. Kirkpatrick, ddknyt, 19113435, 60557
Julia Moskin, juliamoskin, 15309384, 40908
Albert Sun, albertsun, 2341001, 2628
John Fisher Burns, johnfisherburns, 80829085, 2793
Emma G. Fitzsimmons, emmagf, 16463786, 21261
Jo Becker, Jo_Becker, 74762619, 10790
Mick Sussman, micksussman, 15963468, 1276
Malia Wollan, mwollan, 39621239, 3033
Simon Romero, viaSimonRomero, 122792963, 33076
jimrutenberg, jimrutenberg, 255347566, 37127
Dean E. Murphy, deanemurphy, 92409158, 4695
Suzanne Spector, SuzanneSpecNYT, 297071736, 4193
Michael Slackman, meslackman, 48377263, 24204
Kirk Semple, KirkSemple, 35869256, 8961
Nick Corasaniti, NYTnickc, 269448653, 28425
Jon Caramanica, joncaramanica, 41310247, 46299
Libby Gery, libatiqua, 6741982, 1250
Joanna Nikas, joannanikas, 22056037, 3042
Kirk Johnson, kljohnso, 21417247, 3876
Campbell Robertson, campbellnyt, 369089298, 8881
Jennifer Schuessler, jennyschuessler, 131315938, 10191
Adrienne Carter, adriennecarter, 29475191, 4177
Matthew Rosenberg, AllMattNYT, 47960267, 48327
Declan Walsh, declanwalsh, 21734241, 153935
Tyler Hicks, TylerHicksPhoto, 381646547, 42875
Connor Ennis, EnnisNYT, 382217070, 6785
Jacky Myint, jmyint, 2325431, 1785
Gerry Mullany, gerrymullany, 355671913, 3763
Peter Sigal, pasigal, 92119359, 781
Michael Kimmelman, kimmelman, 326834507, 31426
Somini Sengupta🥭, SominiSengupta, 326369670, 29578
Michael Schwirtz, mschwirtz, 29478953, 11994
Sam Dolnick, samdolnick, 305005427, 18484
lillllllllllie, lillllllllllie, 375367337, 637
Rick Lyman, ricklyman, 27729889, 2126
Jim Yardley, JimBYardley, 339824133, 13579
Rebecca R. Ruiz, RebeccaRuiz, 15593561, 5979
Josh Haner, joshhaner, 22410909, 3172
Josh Williams, sjwilliams, 15369869, 3208
Jon Huang, huang_apiaries, 255392715, 1864
Hilary Howard, HilaryNYC, 26809626, 2188
Roger Cohen, NYTimesCohen, 157009365, 79507
Rachel Swarns, rachelswarns, 40375110, 15140
Trip Gabriel, tripgabriel, 39245720, 36813
Sia Michel, siamichel, 34494824, 4602
Jeremy Egner, jegner, 9710612, 4624
Justin Swanson, ejswanso, 13644362, 1585
Robert Gebeloff, gebeloffnyt, 314301334, 3681
Talya Minsberg, tminsberg, 17164414, 7728
Aimee Harris, HarrisAimee, 351944380, 1716
Kate Taylor, katetaylornyt, 167411876, 13668
Patrick Farrell, farrellnyt, 28439828, 3158
Dean Baquet, deanbaquet, 373437924, 30853
Katharine Q. Seelye, kseelye, 7140202, 6720
Alan Feuer, alanfeuer, 32551884, 42760
Elisabeth Bumiller, BumillerNYT, 147666113, 11107
Mark Landler, MarkLandler, 120233868, 52026
Alex Williams, AlexwilliamsNYC, 34196922, 5225
Peter Ng, petersng, 1634051, 936
Neil Genzlinger, genznyt, 369684457, 3457
Ginia Bellafante, GiniaNYT, 369123575, 11984
Amy Chozick, amychozick, 119491006, 57654
New York Times Live, NYTupdates, 323468251, 88873
donofrio, donofrio, 7612712, 279
NYT Obituaries, NYTObits, 16929470, 139775
John Eligon, jeligon, 29752603, 23912
Adam Nagourney, adamnagourney, 339332911, 27733
Dick Stevenson, dickstevenson, 243840731, 8821
Daniel E. Slotnik, DSlotnik, 339719556, 2824
Rogene Jacquette, Rogene, 15716291, 3132
Doug Mills, dougmillsnyt, 87761810, 88416
Kitty Bennett, kitty_bennett, 15133502, 2973
Dan Barry, DanBarryNYT, 262937086, 20935
NYTimes Wordplay, NYTimesWordplay, 273668513, 35336
Elaine Sciolino, ElaineSciolino, 291783943, 5175
Pamela Paul, PamelaPaulNYT, 294258287, 72435
Jonathan Mahler, jonathanmahler, 109134468, 8174
Neil MacFarquhar, NeilMacFarquhar, 243798637, 16497
Kevin Sack, ksacknyt, 318502583, 3360
Michael Wilson, MWilsonNYT, 19560540, 4776
Danny Hakim, dannyhakim, 74519287, 11827
Liam Stack, liamstack, 133929829, 52260
Christopher Clarey 🇺🇸 🇫🇷 🇪🇸, christophclarey, 238088181, 60609
Bryan Denton, bdentonphoto, 213397244, 8336
Susan Dominus, susandominus, 32702382, 8212
A.G. Sulzberger, AGSNYT, 85351514, 3756
Susanne Craig, susannecraig, 182545611, 101437
Michael Powell, powellnyt, 301012485, 22099
Gina Lamb, ginahoslerlamb, 244997595, 1964
Kevin Granville, kevingranville, 251679630, 1749
Meaghan Looram, mlooram, 245447064, 4332
Amy Virshup, amyvirshup, 16911536, 9849
Michael Barbaro, mikiebarb, 282545479, 287814
NYTimes R&D, NYTimesRD, 673953, 12499
Eduardo Porter, portereduardo, 214641138, 11287
EleanorRandolph, EleanorRandolph, 14861368, 3835
NYT Customer Care, NYTCare, 267335725, 3635
Robin Pogrebin, rpogrebin, 175436190, 15642
Keith Bradsher, KeithBradsher, 161813561, 33700
Sarah Maslin Nir, SarahMaslinNir, 24134103, 22313
Marc Lacey, marclacey, 14850098, 23813
Nick Confessore, nickconfessore, 258885469, 212027
WmFerguson, WmFerguson, 16028003, 1264
Eric Owles 🦉, owlese, 8041772, 2096
Joe Drape, joedrape, 23196748, 9303
Juliet Macur, JulietMacur, 18554022, 18940
Hiroko Tabuchi, HirokoTabuchi, 8442372, 137498
Tyler Kepner, TylerKepner, 46593413, 79531
Jaymin Patel, jayminkapish, 14055025, 697
EdwardBohan, EdwardBohan, 15906540, 552
Elisabeth Goodridge, ElisGoodridge, 25362797, 4379
john leland, johnleland, 21661593, 4405
Erik Eckholm, eckholm, 32147994, 3379
Eric Asimov, EricAsimov, 27716402, 81404
Tom Kuntz, TomKuntzNYT, 163922836, 879
David Sanger, SangerNYT, 168674628, 100655
Tara Siegel Bernard, tarasbernard, 42984750, 18523
Claire Cain Miller, clairecm, 17877122, 48764
Monica Drake 👋🏾, monicadrake, 18057243, 12676
Guy Trebay, GuyTrebay, 75085858, 11381
Ben Shpigel, benshpigel, 46758606, 11171
Michael S. Schmidt, nytmike, 17436250, 246511
Richard Sandomir, RichSandomir, 16055024, 20596
John Branch, JohnBranchNYT, 33668650, 16857
Gina Kolata, ginakolata, 82683644, 25551
Henry Fountain, henryfountain, 17845620, 9987
Peter Blair, pblairNYT, 135574894, 1756
Matt Richtel, mrichtel, 4527941, 6347
Brooks Barnes, brooksbarnesNYT, 62860671, 13881
Mary Ann Giordano, magiorNY, 21123640, 2801
Richard Perez-Pena, perezpena, 28138045, 4442
Sharon Otterman, sharonNYT, 167087610, 3373
Randy Archibold, randyNYT, 14849284, 10528
Abby Goodnough, abbygoodnough, 196186298, 22854
Monica Davey, monicadavey1, 153836083, 9360
jennifer steinhauer, jestei, 16441088, 15995
Cliff Levy, cliffordlevy, 54885334, 38941
Snigdha Koirala, snigdhak, 21397149, 1523
Michael Cooper, coopnytimes, 65431946, 15735
Jim Dao, jimdao, 18790963, 10262
Adam Liptak, adamliptak, 29607664, 87711
Sarah Lyall, sarahlyall, 40200549, 26018
David Gonzalez, dgbxny, 104352678, 5564
Kim Severson, kimseverson, 16588095, 104580
Mekado Murphy, mekadomurphy, 101247760, 4085
Emily Weinstein, emilyweinstein, 14401912, 5131
Todd Heisler, heislerphoto, 63345416, 10669
Jennifer Medina, jennymedina, 23979328, 18110
Thomas Feyer, tomfeyer, 26355341, 4255
Michael Roston, michaelroston, 16194566, 16173
Serge Kovaleski, sergenyt, 216495966, 15777
Catrin Einhorn, CatrinEinhorn, 16380238, 5450
Cara Buckley, caraNYT, 198241550, 11383
Elizabeth A. Harris, Liz_A_Harris, 59599859, 7237
Anemona Hartocollis, anemonanyc, 85859613, 5141
diego ribadeneira, drtimes, 30508149, 2797
Michael M. Grynbaum, grynbaum, 19570075, 44712
Michael D. Shear, shearm, 14552725, 116832
David W. Chen, davidwchen, 17389023, 13047
Vivian Toy, VivianSToy, 67631479, 7230
Pete Wells, pete_wells, 18228075, 136462
Jesse McKinley, jessemckinley, 16046443, 24340
Katie Thomas, katie_thomas, 18318642, 10676
Amy Harmon, amy_harmon, 16227629, 23679
Michael Paulson, MichaelPaulson, 22320759, 20759
Rich Meislin, meislin, 14406465, 925
Brent McDonald, docubrent, 252903200, 5809
Ham Boardman, nytham, 132631769, 3048
Daniel Wakin, danwakin, 77004462, 5929
Ben Sisario, sisario, 14179132, 12317
Jon Pareles, JonPareles, 80764810, 16224
Lorne Manly, lmanly12, 76684897, 1354
Dave Itzkoff, ditzkoff, 81482674, 245396
Scott Heller, hellerNYT, 75782383, 8512
Patricia Cohen, PatcohenNYT, 80663193, 9684
Edward Wong, ewong, 39030654, 129382
Nicholas Kulish, nkulish, 38829617, 8454
jeff sommer, jeffsommer, 17525611, 6592
Motoko Rich, motokorich, 52089472, 44141
Kevin McKenna, kemcke, 32138947, 2272
Steve Lohr, SteveLohr, 62316970, 21256
Ron Lieber, ronlieber, 37718165, 35051
Mark S. Getzfred, marknyt, 39044325, 4133
Graham Bowley, Graham_Bowley, 137414410, 6513
Julie Bosman, juliebosman, 29263488, 44345
Vikas Bajaj, vikasbajaj, 33338729, 24923
Tim Arango, tarangoNYT, 117460060, 19093
Archie Tse, archietse, 28128198, 5937
Julie Walton Shaver, jwsphoto, 15777728, 1285
Matthew Ericson, mericson, 4071761, 5018
Steve Duenes, Duenes, 23994034, 7443
Sam Anderson, shamblanderson, 107857325, 20653
Julie Bloom, Julesm_b, 24051028, 9883
Kevin Quealy, KevinQ, 19671465, 11471
Corey Kilgannon, coreykilgannon, 72667138, 6092
melena ryzik, melenar, 16915103, 6362
Thomas Kaplan, thomaskaplan, 31053563, 91940
Dwight Garner, DwightGarner, 19714682, 56612
Nick Fox, NickFoxNYT, 34231471, 4416
John Schwartz, jswatz, 11179192, 34620
David Leonhardt, DLeonhardt, 168295477, 155884
Tyson Evans, tysone, 5273561, 4775
Brian Hamman, hamman, 14206869, 3023
Sam Sifton, SamSifton, 27696993, 181083
J. David Goodman, jdavidgoodman, 16395525, 16211
C.J. Chivers, cjchivers, 189180763, 73214
Jeremy W. Peters, jwpetersNYT, 163598915, 63696
katephillips, katephillips, 15950882, 3962
Frank Bruni, FrankBruni, 37291805, 357925
Charlie Savage, charlie_savage, 16172747, 81784
Jodi Kantor, jodikantor, 15891430, 125165
Carl Hulse, hillhulse, 138479037, 44955
Mark Leibovich, MarkLeibovich, 147649517, 59926
Sheryl Gay Stolberg, SherylNYT, 95270375, 33070
32 across, aoscott, 109275829, 145246
NYT Developers, nytdevs, 18941591, 7211
JamesEstrin, JamesEstrin, 16295907, 44749
Katherine Schulten, KSchulten, 14624523, 8602
NYT Learning Network, NYTimesLearning, 87502961, 34119
Damien Cave, damiencave, 15840979, 26740
Thomas L. Friedman, tomfriedman, 59157393, 934045
Maureen Dowd, maureendowd, 59145948, 690738
NYTimes Travel Show, NYTTravelShow, 57046177, 29461
NYTimesRecruit, NYTimesRecruit, 16439603, 9096
Michael de la Merced, m_delamerced, 9089942, 14546
Ray  Krueger, ray_krueger, 39434755, 5029
TimesTalks, TimesTalks, 50360181, 24176
Tara Parker-Pope, taraparkerpope, 26929440, 42808
Cynthia Collins, NYCcyn, 14463927, 6848
Stephanie Rosenbloom, stephronyt, 14518765, 12728
Bill Pennington, BPenningtonNYT, 29205301, 5151
Dan Saltzstein, dansaltzstein, 37104983, 25833
Emily Rueb, Rueby, 21416856, 7090
NYT Real Estate, nytrealestate, 17025613, 125671
Andrew Ross Sorkin, andrewrsorkin, 33792634, 894731
Bill Pennington, billmpennington, 28631509, 9300
NYT Theater, nytimestheater, 16929282, 145641
Well Family, WellFamilyNYT, 17026041, 79791
Paul Krugman, paulkrugman, 17006157, 4620849
Gail Collins, gailcollins, 17004139, 63537
The Upshot, UpshotNYT, 16955870, 250965
DealBook, dealbook, 16955517, 123077
NYT At War, NYTimesAtWar, 16954241, 46714
New York Times Books, nytimesbooks, 1434251, 5564940
NYT Styles 💖, NYTStyles, 1879831, 671180
NYT Business, nytimesbusiness, 1754641, 828290
NYT Cooking and Food, nytfood, 1775731, 1423309
Andy Newman, andylocal, 20095865, 16062
Jenna Wortham, jennydeluxe, 10454572, 699128
The Frugal Traveler, frugaltraveler, 14237001, 453100
Tom Jolly, TomJolly, 12685742, 24627
Javier C. Hernández, HernandezJavier, 23836537, 23389
Vindu Goel, vindugoel, 10755542, 21738
Nicholas Kristof, NickKristof, 17004618, 2013843
NYTimes Communications, NYTimesPR, 15829144, 79964
Patrick LaForge, palafo, 2020351, 36763
NYT Climate, nytclimate, 14603515, 109673
NYT Politics, nytpolitics, 14434063, 514657
